PVWatts: Hourly PV Performance Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,7,77,102,7.8,0,133.431,10.219,813.694,761.677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,8,88,234,10,2.6,268.853,15.411,1629.463,1557.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,9,119,335,11,4.1,397.829,18.711,2385.43,2291.757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,10,79,461,12.5,4.1,485.735,22.399,2870.959,2761.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,11,24,516,14,4.1,485.292,24.078,2848.156,2739.712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,12,14,482,15,4.1,446.483,24.243,2618.58,2517.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,13,9,405,15.8,4.1,372.217,23.359,2192.067,2104.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,14,7,370,16,6.2,338.668,21.169,2014.81,1932.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,15,7,308,15,4.1,282.794,20.382,1688.304,1614.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,16,17,219,13.6,5.1,208.365,16.754,1263.199,1200.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,17,0,129,14,3.6,117.354,15.571,716.271,666.403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,18,0,31,13,3.1,27.468,12.23,170.17,131.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,19,0,0,10.3,2.1,0,10.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,20,0,0,9,2.1,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,21,0,0,8.3,2.3,0,8.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,22,0,0,7.6,2.6,0,7.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,23,0,0,6,3.1,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,0,0,0,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,1,0,0,6.1,2.6,0,6.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,2,0,0,6,2.6,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,3,0,0,6,2.1,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,4,0,0,5.8,0,0,5.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,5,0,0,5.9,1.3,0,5.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,6,0,6,6,2.6,5.288,4.139,33.937,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,7,0,82,6.3,4.1,74.457,6.31,473.389,428.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,8,4,183,5,7.2,168.261,6.586,1067.9,1010.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,9,21,264,3,4.1,252.291,7.266,1595.817,1524.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,10,7,346,3.8,4.1,316.932,9.671,1985.502,1903.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,11,9,392,7,2.6,360.146,15.288,2200.779,2112.681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,12,9,413,8,3.1,379.583,16.372,2308.311,2216.988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,13,9,404,9.7,3.1,371.159,17.907,2241.418,2152.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,14,17,429,10,0,400.122,26.67,2319.75,2228.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,15,28,400,11,0,382.198,27.249,2208.777,2120.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,16,117,274,12.2,2.6,333.063,19.956,1980.536,1898.851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,17,13,178,10,3.1,170.989,13.269,1051.784,994.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,18,0,42,9,4.1,38.021,8.587,239.358,199.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,19,0,0,8.3,5.1,0,8.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,20,0,0,7.7,6.2,0,7.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,21,0,0,7,7.2,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,22,0,0,6.9,6.2,0,6.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,23,0,0,6,4.1,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,0,0,0,6,5.1,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,1,0,0,5.3,4.1,0,5.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,2,0,0,5,4.1,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,3,0,0,5,2.6,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,4,0,0,4.7,0,0,4.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,5,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,6,0,7,4,4.1,6.172,2.467,39.891,3.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,7,0,81,5.9,0,73.502,4.949,470.062,425.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,8,24,205,7,2.6,199.637,10.45,1242.931,1180.843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,9,25,355,9,3.6,338.881,15.623,2066.018,1981.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,10,101,440,10,3.1,482.082,20.734,2870.489,2761.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,11,134,472,11,4.1,548.771,22.434,3243.544,3121.575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,12,131,500,12,4.1,574.181,24.124,3367.97,3241.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,13,132,490,8.6,5.1,565.063,19.093,3392.256,3264.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,14,27,482,6,4.1,456.085,15.585,2782.847,2676.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,15,17,357,8,4.1,334.549,14.707,2048.965,1965.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,16,6,226,9,5.1,208.039,12.187,1288.446,1225.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,17,7,149,9,6.2,139.679,10.444,870.744,817.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,18,0,42,8,7.2,38.011,7.613,240.308,200.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,19,0,0,7.2,6.2,0,7.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,20,0,0,7,5.1,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,21,0,0,6,2.6,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,22,0,0,4.1,0,0,4.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,23,23,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,0,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,1,0,0,3.8,2.6,0,3.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,2,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,3,0,0,3,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,4,0,0,3.2,0,0,3.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,5,0,0,4,4.1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,6,0,11,4,2.1,9.713,2.082,62.882,26.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,7,253,111,4.6,4.1,214.072,7.692,1283.138,1220.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,8,510,175,7,4.1,452.852,15.778,2684.87,2581.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,9,666,208,8,3.1,655.396,23.137,3815.393,3672.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,10,764,226,10,3.6,813.37,28.311,4653.509,4476.534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,11,872,192,11,4.1,917.992,31.011,5198.151,4997.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,12,936,171,13,5.1,966.944,31.765,5459.986,5246.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,13,1001,123,13.1,6.2,975.313,29.958,5553.101,5335.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,14,964,136,13.5,5,910.392,31.489,5135.228,4937.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,15,960,99,13.8,3.8,792.002,31.745,4434.987,4267.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,16,877,93,14.2,2.6,627.09,30.292,3484.971,3354.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,17,705,82,14,2.6,415.405,24.482,2294.651,2203.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,18,268,45,12,3.1,137.253,14.679,751.749,701.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,19,0,1,9.6,3.6,0.914,8.236,5.763,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,20,0,0,8,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,21,0,0,7,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,22,0,0,6.6,2.6,0,6.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,24,23,0,0,7,2.6,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,0,0,0,7,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,1,0,0,6.2,0,0,6.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,2,0,0,6,2.6,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,3,0,0,6,3.1,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,4,0,0,6,2.6,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,5,0,0,6,2.1,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,6,0,12,5,2.6,10.6,3.266,68.281,31.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,7,290,119,6.8,3.1,235.416,10.765,1388.142,1322.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,8,596,145,10,3.1,470.757,20.202,2724.414,2620.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,9,638,202,10,3.6,629.042,23.807,3649.781,3513.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,10,484,373,11.5,4.6,728.233,26.105,4216.848,4058.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,11,299,479,13,5.1,695.385,26.269,4034.363,3882.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,12,111,520,10.7,5.1,569.51,21.483,3382.021,3255.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,13,15,398,8.5,5.1,370.405,15.218,2264.118,2174.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,14,7,370,10,5.1,338.084,15.78,2061.369,1977.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,15,7,309,11,5.1,283.195,15.671,1727.324,1652.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,16,17,219,7.7,4.1,207.9,11.261,1291.626,1228.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,17,0,129,6,4.1,117.142,7.387,741.308,690.893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,18,0,31,6,4.1,27.468,5.208,175.469,136.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,19,0,0,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,20,0,0,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,21,0,0,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,22,0,0,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,25,23,0,0,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,0,0,0,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,1,0,0,4.9,0,0,4.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,2,0,0,4,2.6,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,3,0,0,4,3.1,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,4,0,0,5,3.6,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,5,0,0,5,2.6,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,6,0,7,5,4.1,6.172,3.475,39.722,3.383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,7,72,98,6.2,3.1,120.776,7.336,744.134,693.657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,8,137,232,9,0,296.339,19.738,1753.98,1678.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,9,172,373,11,0,464.713,29.324,2648.162,2546.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,10,262,446,11.6,0,613.773,36.065,3391.558,3264.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,11,348,430,11,0,690.858,38.91,3767.479,3626.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,12,343,460,12,2.6,721.588,30.163,4110.429,3955.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,13,345,449,12.6,3.6,711.009,28.729,4077.446,3924.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,14,199,494,9,4.1,615.337,22.347,3635.951,3499.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,15,150,403,7,5.1,483.779,15.98,2939.142,2827.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,16,85,294,7.7,5.1,324.745,13.388,1992.014,1910.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,17,32,182,9,3.1,188.717,12.674,1160.063,1099.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,18,0,47,8,2.6,43.173,7.749,272.783,232.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,19,0,0,7.1,0,0,7.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,20,0,0,7,0,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,21,0,0,6.3,0,0,6.3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,22,0,0,5.6,0,0,5.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26,23,0,0,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,0,0,0,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,1,0,0,4.1,0,0,4.1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,2,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,3,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,4,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,5,0,0,5,1.5,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,6,0,6,5,0,5.288,0.807,34.422,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,7,0,78,6.8,0,70.649,5.675,450.411,406.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,8,4,179,8,0,164.218,12.756,1014.363,957.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,9,20,261,9,2.6,248.164,13.975,1523.934,1454.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,10,7,343,10,3.1,313.512,16.484,1905.38,1825.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,11,9,391,10,3.1,358.416,17.729,2166.15,2079.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,12,9,412,10,3.1,377.802,18.308,2277.374,2186.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,13,9,405,10,7.7,371.214,14.922,2272.162,2181.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,14,28,481,11,7.7,454.754,17.193,2754.556,2649.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,15,177,381,11,5.1,481.965,19.709,2877.27,2767.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,16,218,309,12.2,4.1,423.087,20.912,2496.316,2399.206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,17,194,173,10,3.1,257.022,15.584,1527.661,1458.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,18,20,56,10,3.1,61.452,10.395,376.892,334.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,19,0,0,8.6,0,0,8.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,20,0,0,8,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,21,0,0,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,22,0,0,6.4,3.1,0,6.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,27,23,0,0,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,0,0,0,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,1,0,0,5.7,0,0,5.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,2,0,0,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,3,0,0,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,4,0,0,4.5,0,0,4.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,5,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,6,0,8,4,0,7.057,-0.112,46.11,9.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,7,243,108,8.8,0,203.002,14.459,1177.195,1116.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,8,438,189,10,0,420.945,26.093,2381.021,2287.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,9,521,255,10,3.1,592.278,23.535,3444.541,3315.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,10,516,345,10.5,2.6,721.92,28.451,4131.409,3976.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,11,298,478,12,0,689.348,40.417,3731.328,3591.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,12,111,520,13,3.1,567.256,26.559,3289.433,3165.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,13,15,398,13,2.6,369.845,22.197,2189.786,2102.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,14,16,430,8,5.1,398.851,14.944,2440.802,2345.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,15,28,401,11,5.1,381.441,17.674,2304.527,2213.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,16,118,275,11.3,5.1,331.131,16.973,1994.951,1912.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,17,0,130,10,6.2,117.936,11.231,733.877,683.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,18,0,31,10,6.2,27.469,9.39,172.317,133.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,19,0,0,8,4.1,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,20,0,0,8,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,21,0,0,7,3.6,0,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,22,0,0,6,2.6,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28,23,0,0,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,0,0,0,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,1,0,0,5.6,0,0,5.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,2,0,0,5,0,0,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,3,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,4,0,0,3.9,0,0,3.9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,5,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,6,0,10,4,0,8.828,-0.039,57.665,20.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,7,347,112,8.1,0,243.583,15.543,1389.133,1323.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,8,654,127,10,3.1,473.848,20.296,2726.969,2622.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,9,520,256,11,2.6,590.46,25.41,3403.107,3275.445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,10,313,402,12.4,1.5,613.812,30.378,3484.815,3354.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,11,12,699,13,3.1,637.332,27.998,3672.136,3534.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,12,14,679,14,3.1,621.06,28.658,3567.173,3433.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,13,9,610,16.4,4.1,554.675,28.224,3192.521,3072.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,14,76,496,13,5.1,511.932,22.461,3025.553,2911.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,15,80,411,10,5.1,433.782,17.862,2615.753,2514.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,16,117,275,9.2,4.1,329.902,15.764,1998.321,1916.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,17,10,170,9,2.6,160.705,12.234,993.407,937.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,18,0,36,9,3.6,31.98,8.413,201.475,162.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,19,0,0,9,3.6,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,20,0,0,9,3.1,0,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,21,0,0,8,5.1,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,22,0,0,7.5,5.1,0,7.5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,29,23,0,0,8,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,0,0,0,8,0,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,1,0,0,6.2,0,0,6.2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,30,2,0,0,6,0,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
